Launch Id,Launch Status,Launch Suborbital,Rocket Name,Rocket Organisation,Rocket Price,Rocket Payload to LEO,Location,Launch Year,Launch Year Mon,USD/kg to LEO,2021 Mult,USD/kg to LEO CPI Adjusted,Rocket Price CPI Adjusted,Dum
187,Success,Orbital,Saturn IB,NASA,,21000,"SLC-37B, Cape Canaveral SFS, Florida, USA",1968,1968-01,,7.786494253,,,1
188,Partial Failure,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1968,1968-04,82857.14286,7.786494253,645166.6667,9032.333333,1
190,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1968,1968-12,82857.14286,7.786494253,645166.6667,9032.333333,1
189,Success,Orbital,Saturn IB,NASA,,21000,"LC-34, Cape Canaveral SFS, Florida, USA",1968,1968-10,,7.786494253,,,1
191,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1969,1969-03,82857.14286,7.383378747,611765.6676,8564.719346,1
192,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39B, Kennedy Space Center, Florida, USA",1969,1969-05,82857.14286,7.383378747,611765.6676,8564.719346,1
193,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1969,1969-07,82857.14286,7.383378747,611765.6676,8564.719346,1
194,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1969,1969-11,82857.14286,7.383378747,611765.6676,8564.719346,1
195,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1970,1970-04,82857.14286,6.983762887,578654.6392,8101.164948,1
196,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1971,1971-01,82857.14286,6.690617284,554365.4321,7761.116049,1
197,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1971,1971-07,82857.14286,6.690617284,554365.4321,7761.116049,1
198,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1972,1972-04,82857.14286,6.482535885,537124.4019,7519.741627,1
199,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1972,1972-12,82857.14286,6.482535885,537124.4019,7519.741627,1
200,Success,Orbital,Saturn V,NASA,1160,140000,"LC-39A, Kennedy Space Center, Florida, USA",1973,1973-05,82857.14286,6.102927928,505671.1712,7079.396396,1
201,Success,Orbital,Saturn IB,NASA,,21000,"LC-39B, Kennedy Space Center, Florida, USA",1973,1973-05,,6.102927928,,,1
202,Success,Orbital,Saturn IB,NASA,,21000,"LC-39B, Kennedy Space Center, Florida, USA",1973,1973-07,,6.102927928,,,1
203,Success,Orbital,Saturn IB,NASA,,21000,"LC-39B, Kennedy Space Center, Florida, USA",1973,1973-11,,6.102927928,,,1
206,Failure,Orbital,Ariane 5 G,ESA,,,"ELA-3, Guiana Space Centre, French Guiana, France",1996,1996-06,,1.727023582,,,1
204,Success,Orbital,Saturn IB,NASA,,21000,"LC-39B, Kennedy Space Center, Florida, USA",1975,1975-07,,5.0366171,,,1
208,Success,Orbital,Ariane 5 G,ESA,,,"ELA-3, Guiana Space Centre, French Guiana, France",1998,1998-10,,1.662392638,,,1
207,Partial Failure,Orbital,Ariane 5 G,ESA,,,"ELA-3, Guiana Space Centre, French Guiana, France",1997,1997-10,,1.688286604,,,1
209,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",1999,1999-12,,1.626470588,,,1
212,Partial Failure,Orbital,Pegasus/HAPS,Northrop,40,,"NB-52B Carrier, Edwards AFB, California, USA",1991,1991-07,,1.989500734,,79.58002937,1
211,Success,Orbital,Pegasus,Northrop,40,375,"NB-52B Carrier, Edwards AFB, California, USA",1990,1990-04,1066666.667,2.073221117,2211435.858,82.92884468,1
213,Success,Orbital,Pegasus,Northrop,40,375,"NB-52B Carrier, Cape Canaveral SFS, Florida, USA",1993,1993-02,1066666.667,1.875224913,2000239.908,75.00899654,1
214,Success,Orbital,Pegasus,Northrop,40,375,"NB-52B Carrier, Edwards AFB, California, USA",1993,1993-04,1066666.667,1.875224913,2000239.908,75.00899654,1
215,Success,Orbital,Antares 230,Northrop,85,7000,"LP-0A, Wallops Flight Facility, Virginia, USA",2018,2018-11,121428.5714,1.079101738,131033.7824,91.72364769,1
216,Partial Failure,Orbital,Pegasus/HAPS,Northrop,40,,"NB-52B Carrier, Edwards AFB, California, USA",1994,1994-05,,1.828407557,,73.13630229,1
217,Failure,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1994,1994-06,902934.5372,1.828407557,1650932.332,73.13630229,1
218,Success,Orbital,Pegasus,Northrop,40,375,"NB-52B Carrier, Edwards AFB, California, USA",1994,1994-08,1066666.667,1.828407557,1950301.395,73.13630229,1
219,Success,Orbital,Pegasus,Northrop,40,375,"Stargazer, Vandenberg SFB, California, USA",1995,1995-04,1066666.667,1.778018373,1896552.931,71.12073491,1
220,Failure,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1995,1995-06,902934.5372,1.778018373,1605434.197,71.12073491,1
221,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1996,1996-03,902934.5372,1.727023582,1559389.239,69.08094328,1
223,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1996,1996-07,902934.5372,1.727023582,1559389.239,69.08094328,1
222,Success,Orbital,Pegasus,Northrop,40,375,"Stargazer, Vandenberg SFB, California, USA",1996,1996-05,1066666.667,1.727023582,1842158.487,69.08094328,1
224,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2000,2000-03,,1.573577236,,,1
225,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1996,1996-08,902934.5372,1.727023582,1559389.239,69.08094328,1
226,Failure,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1996,1996-11,902934.5372,1.727023582,1559389.239,69.08094328,1
227,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2000,2000-09,,1.573577236,,,1
228,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Base Aerea de Gando, Gran Canaria",1997,1997-04,902934.5372,1.688286604,1524412.284,67.53146417,1
229,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Base Aerea de Gando, Gran Canaria",1997,1997-08,902934.5372,1.688286604,1524412.284,67.53146417,1
230,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2000,2000-11,,1.573577236,,,1
231,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1997,1997-08,902934.5372,1.688286604,1524412.284,67.53146417,1
232,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Wallops Flight Facility, Virginia, USA",1997,1997-10,902934.5372,1.688286604,1524412.284,67.53146417,1
233,Success,Orbital,Pegasus XL/HAPS,Northrop,40,,"Stargazer, Wallops Flight Facility, Virginia, USA",1997,1997-12,,1.688286604,,67.53146417,1
235,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Wallops Flight Facility, Virginia, USA",1998,1998-02,902934.5372,1.662392638,1501031.727,66.49570552,1
236,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1998,1998-04,902934.5372,1.662392638,1501031.727,66.49570552,1
237,Success,Orbital,Pegasus XL/HAPS,Northrop,40,,"Stargazer, Wallops Flight Facility, Virginia, USA",1998,1998-08,,1.662392638,,66.49570552,1
238,Success,Orbital,Pegasus XL/HAPS,Northrop,40,,"Stargazer, Wallops Flight Facility, Virginia, USA",1998,1998-09,,1.662392638,,66.49570552,1
239,Success,Orbital,GSLV Mk III,ISRO,62,10000,"Second Launch Pad, Satish Dhawan Space Centre, India",2018,2018-11,62000,1.079101738,66904.30773,66.90430773,1
240,Success,Orbital,Pegasus,Northrop,40,375,"Stargazer, Cape Canaveral SFS, Florida, USA",1998,1998-10,1066666.667,1.662392638,1773218.814,66.49570552,1
241,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2000,2000-12,,1.573577236,,,1
242,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1998,1998-12,902934.5372,1.662392638,1501031.727,66.49570552,1
244,Success,Orbital,Pegasus XL/HAPS,Northrop,40,,"Stargazer, Vandenberg SFB, California, USA",1999,1999-05,,1.626470588,,65.05882353,1
243,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",1999,1999-03,902934.5372,1.626470588,1468596.468,65.05882353,1
245,Success,Orbital,Pegasus XL/HAPS,Northrop,40,,"Stargazer, Vandenberg SFB, California, USA",1999,1999-12,,1.626470588,,65.05882353,1
246,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2000,2000-06,902934.5372,1.573577236,1420837.233,62.94308943,1
247,Success,Orbital,Pegasus,Northrop,40,375,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",2000,2000-10,1066666.667,1.573577236,1678482.385,62.94308943,1
249,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Cape Canaveral SFS, Florida, USA",2003,2003-01,902934.5372,1.472663043,1329718.324,58.90652174,1
248,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Cape Canaveral SFS, Florida, USA",2002,2002-02,902934.5372,1.506225681,1360023.188,60.24902724,1
250,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Cape Canaveral SFS, Florida, USA",2003,2003-04,902934.5372,1.472663043,1329718.324,58.90652174,1
251,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2003,2003-06,902934.5372,1.472663043,1329718.324,58.90652174,1
252,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2003,2003-08,902934.5372,1.472663043,1329718.324,58.90652174,1
253,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2005,2005-04,902934.5372,1.387455197,1252781.216,55.49820789,1
254,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2006,2006-03,902934.5372,1.344097222,1213631.803,53.76388889,1
255,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2007,2007-04,902934.5372,1.306874632,1180022.241,52.27498529,1
256,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",2008,2008-04,902934.5372,1.258551901,1136389.979,50.34207605,1
257,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",2008,2008-10,902934.5372,1.258551901,1136389.979,50.34207605,1
258,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands",2012,2012-06,902934.5372,1.180213769,1065655.773,47.20855075,1
259,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Vandenberg SFB, California, USA",2013,2013-06,902934.5372,1.163176037,1050271.817,46.52704147,1
260,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1981,1981-04,163636.3636,2.980968097,487794.7795,1341.435644,1
261,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Cape Canaveral SFS, Florida, USA",2016,2016-12,902934.5372,1.129008737,1019420.982,45.16034949,1
262,Success,Orbital,Pegasus XL,Northrop,40,443,"Stargazer, Cape Canaveral SFS, Florida, USA",2019,2019-10,902934.5372,1.059896658,957017.2988,42.39586634,1
263,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1981,1981-11,163636.3636,2.980968097,487794.7795,1341.435644,1
264,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1982,1982-03,163636.3636,2.807979275,459487.5177,1263.590674,1
265,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1982,1982-06,163636.3636,2.807979275,459487.5177,1263.590674,1
266,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1982,1982-11,163636.3636,2.807979275,459487.5177,1263.590674,1
267,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2001,2001-03,,1.530039526,,,1
268,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1983,1983-04,163636.3636,2.720582329,445186.1993,1224.262048,1
269,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1983,1983-06,163636.3636,2.720582329,445186.1993,1224.262048,1
270,Partial Failure,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2001,2001-07,,1.530039526,,,1
271,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1983,1983-08,163636.3636,2.720582329,445186.1993,1224.262048,1
272,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2002,2002-03,,1.506225681,,,1
273,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1983,1983-11,163636.3636,2.720582329,445186.1993,1224.262048,1
275,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1984,1984-04,163636.3636,2.60798845,426761.7464,1173.594803,1
274,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1984,1984-02,163636.3636,2.60798845,426761.7464,1173.594803,1
276,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1984,1984-08,163636.3636,2.60798845,426761.7464,1173.594803,1
277,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1984,1984-10,163636.3636,2.60798845,426761.7464,1173.594803,1
278,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1984,1984-11,163636.3636,2.60798845,426761.7464,1173.594803,1
279,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-01,163636.3636,2.51830855,412086.8537,1133.238848,1
280,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-04,163636.3636,2.51830855,412086.8537,1133.238848,1
281,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-04,163636.3636,2.51830855,412086.8537,1133.238848,1
282,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-06,163636.3636,2.51830855,412086.8537,1133.238848,1
283,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-07,163636.3636,2.51830855,412086.8537,1133.238848,1
284,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-08,163636.3636,2.51830855,412086.8537,1133.238848,1
285,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-10,163636.3636,2.51830855,412086.8537,1133.238848,1
286,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2002,2002-07,,1.506225681,,,1
287,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2002,2002-08,,1.506225681,,,1
288,Failure,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2002,2002-12,95238.09524,1.506225681,143450.0649,301.2451362,1
289,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2003,2003-04,,1.472663043,,,1
290,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2003,2003-06,,1.472663043,,,1
291,Success,Orbital,Ariane 5 G,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2003,2003-09,,1.472663043,,,1
292,Success,Orbital,Ariane 5 G+,Arianespace,190,6200,"ELA-3, Guiana Space Centre, French Guiana, France",2004,2004-03,306451.6129,1.434462679,439593.4015,272.5479089,1
294,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-11,163636.3636,2.51830855,412086.8537,1133.238848,1
293,Success,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1985,1985-10,163636.3636,2.51830855,412086.8537,1133.238848,1
296,Failure,Orbital,Space Shuttle Challenger,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1986,1986-01,163636.3636,2.472354015,404567.0206,1112.559307,1
295,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1986,1986-01,163636.3636,2.472354015,404567.0206,1112.559307,1
297,Success,Orbital,Ariane 5 G+,Arianespace,190,6200,"ELA-3, Guiana Space Centre, French Guiana, France",2004,2004-07,306451.6129,1.434462679,439593.4015,272.5479089,1
299,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1988,1988-09,163636.3636,2.290532544,374814.4164,1030.739645,1
298,Success,Orbital,Ariane 5 G+,Arianespace,190,6200,"ELA-3, Guiana Space Centre, French Guiana, France",2004,2004-12,306451.6129,1.434462679,439593.4015,272.5479089,1
301,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1989,1989-03,163636.3636,2.185241935,357585.044,983.358871,1
300,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1988,1988-12,163636.3636,2.290532544,374814.4164,1030.739645,1
302,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1989,1989-05,163636.3636,2.185241935,357585.044,983.358871,1
303,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1989,1989-08,163636.3636,2.185241935,357585.044,983.358871,1
304,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1989,1989-10,163636.3636,2.185241935,357585.044,983.358871,1
305,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1989,1989-11,163636.3636,2.185241935,357585.044,983.358871,1
306,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1990,1990-01,163636.3636,2.073221117,339254.3646,932.9495027,1
307,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1990,1990-02,163636.3636,2.073221117,339254.3646,932.9495027,1
308,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1990,1990-04,163636.3636,2.073221117,339254.3646,932.9495027,1
309,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1990,1990-10,163636.3636,2.073221117,339254.3646,932.9495027,1
310,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1990,1990-11,163636.3636,2.073221117,339254.3646,932.9495027,1
311,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2005,2005-02,95238.09524,1.387455197,132138.5902,277.4910394,1
312,Success,Orbital,Ariane 5 GS,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2005,2005-08,,1.387455197,,,1
313,Success,Orbital,Ariane 5 GS,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2005,2005-10,,1.387455197,,,1
314,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2005,2005-11,95238.09524,1.387455197,132138.5902,277.4910394,1
315,Success,Orbital,Ariane 5 GS,Arianespace,,,"ELA-3, Guiana Space Centre, French Guiana, France",2005,2005-12,,1.387455197,,,1
316,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-2, Xichang Satellite Launch Center, China",2018,2018-07,82000,1.079101738,88486.34248,75.2133911,1
317,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1990,1990-12,163636.3636,2.073221117,339254.3646,932.9495027,1
318,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1991,1991-04,163636.3636,1.989500734,325554.6656,895.2753304,1
320,Success,Orbital,Space Shuttle Columbia,NASA,450,27500,"LC-39B, Kennedy Space Center, Florida, USA",1991,1991-06,163636.3636,1.989500734,325554.6656,895.2753304,1
319,Success,Orbital,Space Shuttle Discovery,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1991,1991-04,163636.3636,1.989500734,325554.6656,895.2753304,1
322,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2006,2006-03,95238.09524,1.344097222,128009.2593,268.8194444,1
321,Success,Orbital,Space Shuttle Atlantis,NASA,450,27500,"LC-39A, Kennedy Space Center, Florida, USA",1991,1991-08,163636.3636,1.989500734,325554.6656,895.2753304,1
323,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2006,2006-05,95238.09524,1.344097222,128009.2593,268.8194444,1
324,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2006,2006-08,95238.09524,1.344097222,128009.2593,268.8194444,1
325,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2006,2006-10,95238.09524,1.344097222,128009.2593,268.8194444,1
326,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2006,2006-12,95238.09524,1.344097222,128009.2593,268.8194444,1
327,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2007,2007-03,95238.09524,1.306874632,124464.2507,261.3749265,1
328,Success,Orbital,Ariane 5 ECA,Arianespace,200,21000,"ELA-3, Guiana Space Centre, French Guiana, France",2007,2007-05,95238.09524,1.306874632,124464.2507,261.3749265,1
