Location
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Uchinoura Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Palmachim Airbase, Israel"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Wallops Flight Facility, Virginia, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Uchinoura Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
Russia
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Base Aerea de Gando, Gran Canaria"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Base Aerea de Gando, Gran Canaria"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Wallops Flight Facility, Virginia, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Alcântara Launch Center, Maranhão, Brazil"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
Russia
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Palmachim Airbase, Israel"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Tanegashima Space Center, Japan"
"Wallops Flight Facility, Virginia, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Uchinoura Space Center, Japan"
"Barents Sea Launch Area, Barents Sea"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Wallops Flight Facility, Virginia, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tonghae Satellite Launching Ground, North Korea"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Wallops Flight Facility, Virginia, USA"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Kapustin Yar, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Satish Dhawan Space Centre, India"
"Cape Canaveral AFS, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Taiyuan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Alcântara Launch Center, Maranhão, Brazil"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Uchinoura Space Center, Japan"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Guiana Space Centre, French Guiana, France"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
Russia
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
Russia
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Kennedy Space Center, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Pacific Spaceport Complex, Alaska, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Palmachim Airbase, Israel"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Satish Dhawan Space Centre, India"
China
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Kennedy Space Center, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Uchinoura Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Alcântara Launch Center, Maranhão, Brazil"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
China
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Jiuquan Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Tanegashima Space Center, Japan"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Vandenberg AFB, California, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Palmachim Airbase, Israel"
"Taiyuan Satellite Launch Center, China"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Tanegashima Space Center, Japan"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Vandenberg AFB, California, USA"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Satish Dhawan Space Centre, India"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Barents Sea Launch Area, Barents Sea"
"Kiritimati Launch Area, Pacific Ocean"
"Jiuquan Satellite Launch Center, China"
"Uchinoura Space Center, Japan"
"Kennedy Space Center, Florida, USA"
"Jiuquan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Jiuquan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Plesetsk Cosmodrome, Russia"
"Kiritimati Launch Area, Pacific Ocean"
"Guiana Space Centre, French Guiana, France"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Kiritimati Launch Area, Pacific Ocean"
"Tanegashima Space Center, Japan"
"Uchinoura Space Center, Japan"
"Guiana Space Centre, French Guiana, France"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Vandenberg AFB, California, USA"
"Kiritimati Launch Area, Pacific Ocean"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
Russia
"Taiyuan Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Barents Sea Launch Area, Barents Sea"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Cape Canaveral AFS, Florida, USA"
"Baikonur Cosmodrome, Kazakhstan"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Satish Dhawan Space Centre, India"
"Yasny Cosmodrome, Russia"
"Plesetsk Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Guiana Space Centre, French Guiana, France"
"Kiritimati Launch Area, Pacific Ocean"
"Jiuquan Satellite Launch Center, China"
"Kennedy Space Center, Florida, USA"
"Tanegashima Space Center, Japan"
"Xichang Satellite Launch Center, China"
"Uchinoura Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Kiritimati Launch Area, Pacific Ocean"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
"Xichang Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Kennedy Space Center, Florida, USA"
"Vandenberg AFB, California, USA"
"Wallops Flight Facility, Virginia, USA"
"Tanegashima Space Center, Japan"
"Plesetsk Cosmodrome, Russia"
"Satish Dhawan Space Centre, India"
"Kiritimati Launch Area, Pacific Ocean"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Tanegashima Space Center, Japan"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA"
"Taiyuan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Baikonur Cosmodrome, Kazakhstan"
"Satish Dhawan Space Centre, India"
"Wallops Flight Facility, Virginia, USA"
"Vandenberg AFB, California, USA"
"Guiana Space Centre, French Guiana, France"
"Xichang Satellite Launch Center, China"
"Jiuquan Satellite Launch Center, China"
"Xichang Satellite Launch Center, China"
"Vandenberg AFB, California, USA"
"Kennedy Space Center, Florida, USA"
"Palmachim Airbase, Israel"
"Baikonur Cosmodrome, Kazakhstan"
"Cape Canaveral AFS, Florida, USA"
"Yasny Cosmodrome, Russia"
"Baikonur Cosmodrome, Kazakhstan"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Satish Dhawan Space Centre, India"
"Plesetsk Cosmodrome, Russia"
"Tanegashima Space Center, Japan"
"Vandenberg AFB, California, USA"
"Taiyuan Satellite Launch Center, China"
"Cape Canaveral AFS, Florida, USA"
"Guiana Space Centre, French Guiana, France"
"Cape Canaveral AFS, Florida, USA"
"Cape Canaveral AFS, Florida, USA"
"Kennedy Space Center, Florida, USA"
"Plesetsk Cosmodrome, Russia"
"Xichang Satellite Launch Center, China"
"Plesetsk Cosmodrome, Russia"
"Cape Canaveral AFS, Florida, USA"
"Taiyuan Satellite Launch Center, China"
"Guiana Space Centre, French Guiana, France"
"Vandenberg AFB, California, USA"
"Cape Canaveral AFS, Florida, USA"
